artist,album,title,duration,playcount,rating,rating_interpretation
"Wolf Alice","Visions Of A Life","Don’t Delete The Kisses","4:35","2","5","thumbs-up"
"Father John Misty","I Love You, Honeybear","True Affection","3:56","","5","thumbs-up"
"Elton John","2 Fingers of Whiskey (Music from The American Epic Sessions)","2 Fingers of Whiskey (Music from The American Epic Sessions)","2:52","1","5","thumbs-up"
"Ghost","Opus Eponymous","Genesis","4:03","2","5","thumbs-up"
"Ghost","Opus Eponymous","Prime Mover","3:53","1","5","thumbs-up"
"Ghost","Opus Eponymous","Stand By Him","3:56","3","5","thumbs-up"
"Ghost","Opus Eponymous","Con Clavi Con Dio","3:33","1","5","thumbs-up"
"Avery Mandeville","Blood","Blood","3:08","1","5","thumbs-up"
"Mikki Hommel","On the Moon","Livin in Love","3:03","1","5","thumbs-up"
"Ghost","Meliora","Cirice","6:02","1","5","thumbs-up"
"Ghost","Meliora (Deluxe Edition)","Square Hammer","3:59","19","5","thumbs-up"
"Ghost","Prequelle","Rats","4:21","4","5","thumbs-up"
"Nine Inch Nails","Bad Witch","Play the Goddamned Part","4:51","1","5","thumbs-up"
"Nine Inch Nails","Bad Witch","I'm Not from This World","6:41","1","5","thumbs-up"
"Nine Inch Nails","Bad Witch","Over and Out","7:49","2","5","thumbs-up"
"Nine Inch Nails","Bad Witch","Shit Mirror","3:06","1","5","thumbs-up"
"Astroid Boys","Bacon Dream","Dusted","3:53","6","5","thumbs-up"
"GUTTFULL","#notallmen","Does Your Girlfriend Know You're Here?","4:42","2","5","thumbs-up"
"GUTTFULL","#notallmen","Arsehole","3:03","1","5","thumbs-up"
"Grimes","Visions","Genesis","4:15","3","5","thumbs-up"
"Alice Glass","Mine","Mine","3:04","4","5","thumbs-up"
"The Regrettes","Helpless","Helpless","3:15","2","5","thumbs-up"
"Alestorm","Back Through Time","Buckfast Powersmash","2:34","2","5","thumbs-up"
"65daysofstatic","The Fall of Math","Retreat Retreat","4:09","4","5","thumbs-up"
"Boys Noize","Lava Lava","Lava Lava","4:00","4","5","thumbs-up"
"Rufus And Chaka Khan","Stompin' At The Savoy","Ain't Nobody","4:45","24","5","thumbs-up"
"James Hannigan","Command & Conquer: Red Alert 3 (Original Soundtrack)","Red Alert 3 Theme - Soviet March","2:47","10","5","thumbs-up"
"Jack Off Jill","Sexless Demons and Scars","Super Sadist","1:47","2","5","thumbs-up"
"Bat For Lashes","Fur And Gold","I Saw A Light","6:24","2","5","thumbs-up"
"Ian Van Dahl","Trance Anthems 2008 (Disc 1)","Castles in the Sky","3:11","2","5","thumbs-up"
"BABYMETAL","Distortion","Distortion","3:05","4","5","thumbs-up"
"Donald Glover","EP (2011 Re-Release)","Not Going Back","4:40","3","5","thumbs-up"
"Donald Glover","This Is America","This Is America","3:45","4","5","thumbs-up"
"IDLES","Brutalism","Mother","3:27","23","5","thumbs-up"
"Shadows of The Sun","Shadows of a Setting Sun (Shinsuke Nakamura)","Shadows of a Setting Sun (Shinsuke Nakamura)","4:48","6","5","thumbs-up"
"Cult of Luna, Julie Christmas","Mariner","The Wreck of S.S. Needle","9:33","2","5","thumbs-up"
"Cult of Luna, Julie Christmas","Mariner","Chevron","8:53","2","5","thumbs-up"
"Colin Hay","Going Somewhere","Waiting For My Real Life To Begin","5:46","4","5","thumbs-up"
"Girlschool","The Collection","20th Century Boy","3:28","3","5","thumbs-up"
"Girlschool","The Collection","Bomber","3:38","12","5","thumbs-up"
"Girlschool","The Collection","Emergency","2:48","6","5","thumbs-up"
"Jorja Smith","Black Panther The Album Music From And Inspired By","I Am","3:28","3","5","thumbs-up"
"Mozzy","Black Panther The Album Music From And Inspired By","Seasons","4:02","2","5","thumbs-up"
"Ab-Soul","Black Panther The Album Music From And Inspired By","Bloody Waters","4:32","2","5","thumbs-up"
"Vince Staples","Black Panther The Album Music From And Inspired By","Opps","3:00","3","5","thumbs-up"
"SOB x RBE","Black Panther The Album Music From And Inspired By","Paramedic","3:39","2","5","thumbs-up"
"Kendrick Lamar","Black Panther The Album Music From And Inspired By","Pray For Me","3:31","1","5","thumbs-up"
"Kendrick Lamar","Black Panther The Album Music From And Inspired By","All The Stars","3:52","1","5","thumbs-up"
"Jaded","Pancake","Pancake (feat. Ashnikko)","3:14","","5","thumbs-up"
"The Fontaines","Playboys","Playboys","2:17","","5","thumbs-up"
"GRLwood","Bisexual","Bisexual","2:00","2","5","thumbs-up"
"Animotion","Top Of The Pops 1985 - 1989","Obsession","5:37","2","5","thumbs-up"
"X","Wild Thing / Devil Doll [Digital 45]","Wild Thing (45 Version)","3:31","4","5","thumbs-up"
"Drowning Pool","Desensitized","Step Up","3:17","2","5","thumbs-up"
"Drowning Pool","Sinner","Bodies","3:22","3","5","thumbs-up"
"Drowning Pool","Sinner","Tear Away","4:14","4","5","thumbs-up"
"First Aid Kit","Stay Gold","My Silver Lining","3:35","2","5","thumbs-up"
"James Blake","Overgrown","Retrograde","3:43","2","5","thumbs-up"
"Arctic Monkeys","Whatever People Say I Am, That's What I'm Not","I Bet You Look Good On The Dancefloor","2:54","17","5","thumbs-up"
"Arctic Monkeys","Whatever People Say I Am, That's What I'm Not","Mardy Bum","2:56","18","5","thumbs-up"
"Peach Club","Cherry Baby EP","Oh My God","2:08","4","5","thumbs-up"
"Peach Club","Cherry Baby EP","Cherry Baby","3:31","3","5","thumbs-up"
"Peach Club","Cherry Baby EP","Bad Bitch","4:00","5","5","thumbs-up"
"Peach Club","Cherry Baby EP","Venus","3:10","3","5","thumbs-up"
"SIR-VERE","Dancefloor","Gorgeous (Go Go Girls Remix)","4:48","9","5","thumbs-up"
"Goldfinger","Hang-Ups","Superman","3:05","21","5","thumbs-up"
"Andrew W.K.","You're Not Alone","Music Is Worth Living For","4:22","5","5","thumbs-up"
"Tegan And Sara","Love You to Death","Boyfriend","2:47","21","5","thumbs-up"
"Tegan And Sara","So Jealous","Where Does the Good Go","3:37","4","5","thumbs-up"
"Tegan and Sara","The Lego Movie (Original Motion Picture Soundtrack)","Everything Is AWESOME (feat. The Lonely Island)","2:43","4","5","thumbs-up"
"Panic Pocket","Don't Get Me Started","Front Teeth","1:43","2","5","thumbs-up"
"Panic Pocket","Don't Get Me Started","Don't Get Me Started","2:47","2","5","thumbs-up"
"The Regrettes","Back in Your Head","Back in Your Head","2:48","20","5","thumbs-up"
"The Regrettes","Attention Seeker","Come Through","2:48","22","5","thumbs-up"
"Carpenter Brut","Leather Teeth","Leather Teeth","3:52","5","5","thumbs-up"
"Ouija Radio","Oh No… Yes! Yes!","Red Eye Fly","3:27","3","5","thumbs-up"
"Fugees","The Score (Expanded Edition)","Killing Me Softly","4:58","15","5","thumbs-up"
"Courtney Barnett","The Double Ep: A Sea of Split Peas","History Eraser","3:28","2","5","thumbs-up"
"The Mighty Mighty Bosstones","Let's Face It","The Impression That I Get","3:14","9","5","thumbs-up"
"HAIM","Days Are Gone","The Wire","4:05","","5","thumbs-up"
"HAIM","Something To Tell You","Want You Back","3:52","6","5","thumbs-up"
"Chvrches","Every Open Eye (Extended Edition)","Leave A Trace","3:57","2","5","thumbs-up"
"The Fall of Troy","Doppelganger","F.C.P.R.E.M.I.X.","3:57","18","5","thumbs-up"
"Screaming Females","The A.V. Club Sessions","If It Makes You Happy","4:51","4","5","thumbs-up"
"Screaming Females","The A.V. Club Sessions","Shake It Off","3:22","9","5","thumbs-up"
"Paramore","After Laughter","No Friend","3:23","5","5","thumbs-up"
"Paramore","After Laughter","Grudges","3:07","8","5","thumbs-up"
"Paramore","After Laughter","Caught In The Middle","3:34","25","5","thumbs-up"
"Paramore","After Laughter","Pool","3:52","7","5","thumbs-up"
"Paramore","After Laughter","26","3:41","6","5","thumbs-up"
"Paramore","After Laughter","Told You So","3:08","22","5","thumbs-up"
"HIM","Razorblade Romance","Join Me (Razorblade Mix)","3:36","21","5","thumbs-up"
"Thiago","Top of the World? (feat. Cole Corduroy)","Top of the World? (feat. Cole Corduroy)","3:17","2","5","thumbs-up"
"Jenny Hval","Blood Bitch","Female Vampire","3:37","2","5","thumbs-up"
"Zola Jesus","Stridulum","Night","3:37","1","5","thumbs-up"
"Fever Ray","Fever Ray (Deluxe Edition)","If I Had a Heart","3:47","2","5","thumbs-up"
"Type O Negative","October Rust [Special Edition]","Love You to Death","7:08","1","5","thumbs-up"
"Jarboe","Sacrificial Cake","Lavender Girl","4:37","2","5","thumbs-up"
"Swans","White Light from the Mouth of Infinity","Failure","6:20","3","5","thumbs-up"
"Nine Inch Nails","Pretty Hate Machine (Remastered)","Head Like A Hole","5:00","6","5","thumbs-up"
"Dead Can Dance","The Serpent's Egg (Remastered)","The Host Of Seraphim (Remastered)","6:18","3","5","thumbs-up"
"Nick Cave and The Bad Seeds","Tender Prey (2010 Remastered Version)","The Mercy Seat (2010 Remastered Version)","7:18","1","5","thumbs-up"
"Clan Of Xymox","Clan Of Xymox","A Day","6:40","3","5","thumbs-up"
"This Mortal Coil","It'll End In Tears (Remastered)","Song To The Siren (Remastered)","3:31","3","5","thumbs-up"
"Misfits","Collection I","Die, Die My Darling","3:10","10","5","thumbs-up"
"The Sisters Of Mercy","Some Girls Wander By Mistake","Temple of Love (Extended Version 1983)","7:42","4","5","thumbs-up"
"Cocteau Twins","Garlands","Blood Bitch","4:34","1","5","thumbs-up"
"Siouxsie And The Banshees","Juju","Spellbound","3:17","2","5","thumbs-up"
"The Cure","Seventeen Seconds","A Forest","5:54","2","5","thumbs-up"
"Chvrches","Vampire Academy (Music From The Motion Picture)","Bela Lugosi’s Dead","3:50","2","5","thumbs-up"
"Bauhaus","Bauhaus - 1979-1983 Volume One","Bela Lugosi's Dead","9:37","2","5","thumbs-up"
"Brian Eno","Taking Tiger Mountain (By Strategy)","Third Uncle (2004 Digital Remaster)","4:47","1","5","thumbs-up"
"Screaming Jay Hawkins","I Put a Spell on You","I Put a Spell on You","3:33","3","5","thumbs-up"
"Girlpool","Powerplant","It Gets More Blue","3:26","4","5","thumbs-up"
"Hot Tag Media Works","Grit Your Teeth (James Drake)","Grit Your Teeth (James Drake)","2:15","11","5","thumbs-up"
"Parov Stelar","Coco, Pt. 2","Ragtime Cat (feat. Lilja Bloom)","3:01","2","5","thumbs-up"
"Parov Stelar","Coco, Pt. 2","Catgroove","3:58","2","5","thumbs-up"
"Stormzy","Gang Signs & Prayer","Big For Your Boots","3:58","2","5","thumbs-up"
"Grim Streaker","Girl Minority","Tina's","2:53","1","5","thumbs-up"
"Grim Streaker","Girl Minority","Psycho","2:43","1","5","thumbs-up"
"Grim Streaker","Girl Minority","Freak Child","2:04","2","5","thumbs-up"
"Grim Streaker","Guts","Guts","2:20","1","5","thumbs-up"
"Alice Bag","Alice Bag","He's So Sorry","4:20","4","5","thumbs-up"
"BMX Bandits","BMX Bandits Forever","Razorblades & Honey (feat. Anton Newcombe)","5:17","1","5","thumbs-up"
"Creeper","The Stranger","Valentine","3:25","5","5","thumbs-up"
"Dahlia Seed","Valentines Kid's Litter","Milk","2:51","","5","thumbs-up"
"Amanda Palmer & Jherek Bischoff","Mother","Mother","5:36","4","5","thumbs-up"
"Akira Yamaoka","Silent Hill Sounds Box","Waiting For You ～ Live At ""Heaven's Night"" ～","6:20","7","5","thumbs-up"
"The Jetzons","The Complete Jetzons","Hard Times","2:59","6","5","thumbs-up"
"The Interrupters","Say It Out Loud","Loyal","2:07","4","5","thumbs-up"
"The Interrupters","The Interrupters","A Friend Like Me","2:52","5","5","thumbs-up"
"The Regrettes","Feel Your Feelings Fool!","Seashore","3:28","15","5","thumbs-up"
"The Interrupters","The Interrupters","Take Back The Power","3:20","5","5","thumbs-up"
"St. Vincent","MASSEDUCTION","New York","2:35","8","5","thumbs-up"
"Fozzy","Do You Wanna Start a War","SOS","3:17","3","5","thumbs-up"
"The Notorious B.I.G.","Ready To Die","Juicy","5:02","3","5","thumbs-up"
"The Notorious B.I.G.","Life After Death (Remastered Edition)","Hypnotize (2014 Remaster)","3:49","5","5","thumbs-up"
"Crystal Castles","(II)","Not In Love (Radio Version) (feat. Robert Smith)","3:47","6","5","thumbs-up"
"Crystal Castles","Crystal Castles","Crimewave","4:18","11","5","thumbs-up"
"Alice Glass","STILLBIRTH","STILLBIRTH","2:47","4","5","thumbs-up"
"Alice Glass","Alice Glass","White Lies","2:58","11","5","thumbs-up"
"Dream Nails","Dare to Care","Lovefuck","1:53","8","5","thumbs-up"
"Alice Glass","Alice Glass","Blood Oath","3:08","5","5","thumbs-up"
"Alice Glass","Alice Glass","Forgiveness","3:11","9","5","thumbs-up"
"Alice Glass","Alice Glass","Without Love","3:55","13","5","thumbs-up"
"HAIM","That Don’t Impress Me Much (triple j Like A Version)","That Don’t Impress Me Much (triple j Like A Version)","4:04","4","5","thumbs-up"
"DMA'S","Believe (Triple J Like A Version)","Believe (Triple J Like A Version)","3:17","7","5","thumbs-up"
"Scandroid","Thriller","Thriller","5:52","5","5","thumbs-up"
"Hannah Gill & the Hours","The Water","Austin","3:10","6","5","thumbs-up"
"Flux Pavilion","Superbad","Superbad","3:42","12","5","thumbs-up"
"Metallica","Death Magnetic","All Nightmare Long","7:57","2","5","thumbs-up"
"Giorgio Moroder","Déjà vu","Tom's Diner (feat. Britney Spears)","3:32","32","5","thumbs-up"
"Hot Tag Media Works","One True Villain (Marty Scurll)","One True Villain (Marty Scurll)","2:11","4","5","thumbs-up"
"Code Orange","Forever","Bleeding In The Blur","4:04","4","5","thumbs-up"
"Phil Adé","No Fear (feat. Tate Kobang & Saba Abraha)","No Fear (Explicit) (feat. Saba Abraha & Tate Kobang)","3:42","4","5","thumbs-up"
"Emily Haines & The Soft Skeleton","What Is Free To A Good Home?","Mostly Waving (TodorK Remix)","4:35","3","5","thumbs-up"
"Partner","In Search of Lost Time","Play the Field","2:56","3","5","thumbs-up"
"Screaming Females","Black Moon","Black Moon","3:59","3","5","thumbs-up"
"Dj Cutman & H. A. Covers & GameChops","Beneath the Mask (From ""Persona 5"")","Beneath the Mask (feat. Dodger)","4:20","3","5","thumbs-up"
"Screaming Females","Castle Talk","I Don't Mind It","3:26","7","5","thumbs-up"
"Hot Tag Media Works","Young & Bitter (Pete Dunne)","Young & Bitter (Pete Dunne)","2:14","16","5","thumbs-up"
"WWE & CFO$","Slide (Wolfgang)","Slide (Wolfgang)","4:41","10","5","thumbs-up"
"Magnetic Man","Magnetic Man","I Need Air (feat. Angela Hunte)","4:17","12","5","thumbs-up"
"Sarah Dooley","Stupid Things","Stupid Things","4:29","3","5","thumbs-up"
"Zebrahead","Mutha Fucking Zebrahead, Bitch","Falling Apart","3:10","13","5","thumbs-up"
"VARA","Break Down The Walls","Break Down The Walls","2:56","1","5","thumbs-up"
"Spinnerette","Spinnerette","Baptized By Fire","4:35","3","5","thumbs-up"
"Björk","Post","Army Of Me","3:54","12","5","thumbs-up"
"Fiona Apple","Tidal","Sleep to Dream","4:08","5","5","thumbs-up"
"Fleetwood Mac","Rumours","Gold Dust Woman (2004 Remaster)","4:55","3","5","thumbs-up"
"Dorothy","ROCKISDEAD","Missile","3:24","10","5","thumbs-up"
"American Hi-Fi","American Hi-Fi","Flavor Of The Weak","3:08","2","5","thumbs-up"
"Home","Odyssey","Decay","4:11","4","5","thumbs-up"
"Tycho","Dive","Daydream","5:34","7","5","thumbs-up"
"Evanescence","Fallen","My Immortal","4:25","1","5","thumbs-up"
"Flyleaf","Flyleaf (International Version)","Fully Alive","2:34","5","5","thumbs-up"
"Flyleaf","Flyleaf (International Version)","I'm So Sick","2:56","34","5","thumbs-up"
"Evanescence","Fallen","Everybody's Fool","3:16","3","5","thumbs-up"
"Evanescence","Fallen","Bring Me to Life","3:58","9","5","thumbs-up"
"Evanescence","Fallen","Going Under","3:34","5","5","thumbs-up"
"HIM","Love Metal","Funeral Of Hearts","4:31","5","5","thumbs-up"
"DMX","Cradle 2 The Grave","X Gon' Give It To Ya","3:39","12","5","thumbs-up"
"St. Vincent","Marry Me","Paris Is Burning","4:21","22","5","thumbs-up"
"NoLay","This Woman [Live]","Note to Self (Produced by Truth)","1:28","3","5","thumbs-up"
"NoLay","This Woman [Live]","P.U.S.S.Y (Produced by Chris Prythm)","3:24","4","5","thumbs-up"
"NoLay","This Woman [Live]","Run Up (Produced by June Seasonz)","3:41","4","5","thumbs-up"
"NoLay","This Woman [Live]","This Way (Produced by Truth)","3:30","3","5","thumbs-up"
"Oh! Gunquit","Lightning Likes Me","Captain Of The Creeps","2:31","3","5","thumbs-up"
"Oh! Gunquit","Lightning Likes Me","Greasy Moves","4:06","2","5","thumbs-up"
"Oh! Gunquit","Lightning Likes Me","Walking The Streets","2:47","3","5","thumbs-up"
"Oh! Gunquit","Lightning Likes Me","Get Wound Up","2:52","5","5","thumbs-up"
"Oh! Gunquit","Lightning Likes Me","So Long Sucker","3:06","6","5","thumbs-up"
"Pet Crow","A Simple Guide to Small and Medium Pond Life","Shake it Out","3:02","5","5","thumbs-up"
"Pet Crow","A Simple Guide to Small and Medium Pond Life","What to Say","2:09","4","5","thumbs-up"
"Honeyblood","Babes Never Die","Gangs","3:56","2","5","thumbs-up"
"Honeyblood","Babes Never Die","Hey, Stellar","3:06","4","5","thumbs-up"
"Honeyblood","Babes Never Die","Sister Wolf","3:48","2","5","thumbs-up"
"Honeyblood","Babes Never Die","Walking At Midnight","3:40","2","5","thumbs-up"
"Honeyblood","Babes Never Die","Love Is A Disease","4:05","2","5","thumbs-up"
"Honeyblood","Babes Never Die","Sea Hearts","3:43","2","5","thumbs-up"
"Honeyblood","Babes Never Die","Ready For The Magic","2:42","3","5","thumbs-up"
"Honeyblood","Babes Never Die","Babes Never Die","3:47","3","5","thumbs-up"
"WWE & CFO$","Rebel Heart (Johnny Gargano)","Rebel Heart (Johnny Gargano)","4:52","20","5","thumbs-up"
"The Butchies","Population 1975","More Rock More Talk","2:33","3","5","thumbs-up"
"Screaming Females","What If Someone is Watching Their T.V.?","Fun","3:22","3","5","thumbs-up"
"Excuse 17","Such Friends Are Dangerous","Watchmaker","3:08","1","5","thumbs-up"
"Bangs","Sweet Revenge","Into You","2:24","5","5","thumbs-up"
"Paramore","After Laughter","Idle Worship","3:18","23","5","thumbs-up"
"Paramore","After Laughter","Tell Me How","4:20","28","5","thumbs-up"
"Finger Eleven","Finger Eleven","Good Times","3:56","4","5","thumbs-up"
"Finger Eleven","Them vs. You vs. Me","Paralyzer","3:29","2","5","thumbs-up"
"The Big Moon","Love In The 4th Dimension","Cupid","3:44","8","5","thumbs-up"
"Nine Inch Nails","Not The Actual Events","Burning Bright (Field on Fire)","5:49","1","5","thumbs-up"
"Nine Inch Nails","Add Violence","Less Than","3:30","3","5","thumbs-up"
"Creeper","Creeper","Vcr","3:33","5","5","thumbs-up"
"Kate Nash","Made of Bricks (International Version)","Foundations (Full Version)","4:05","7","5","thumbs-up"
"Nina Simone","Sinnerman","Sinnerman","10:17","3","5","thumbs-up"
"Katie Ellen","Cowgirl Blues","Bleeding Heart","4:17","3","5","thumbs-up"
"Katie Ellen","Cowgirl Blues","Cowgirl Blues","3:01","7","5","thumbs-up"
"Katie Ellen","Cowgirl Blues","Houses into Homes","2:13","2","5","thumbs-up"
"Katie Ellen","Cowgirl Blues","Sad Girls Club","3:36","4","5","thumbs-up"
"Emilie Autumn","Fight Like A Girl","Girls Girls Girls","6:14","5","5","thumbs-up"
"Generation X","Anthology","Ready Steady Go (2002 Remaster)","2:57","3","5","thumbs-up"
"The Dream Academy","Life In A Northern Town / Test Tape No. 3","Life in a Northern Town (45 Version)","4:16","4","5","thumbs-up"
"Duran Duran","Seven And The Ragged Tiger","The Reflex","4:26","10","5","thumbs-up"
"Crazy Town","Toxic","Toxic (Explicit Album Version)","2:46","3","5","thumbs-up"
"Lez Zeppelin","Lez Zeppelin","Whole Lotta Love","5:44","6","5","thumbs-up"
"Taylor Swift","1989","Shake It Off","3:39","5","5","thumbs-up"
"Depeche Mode","The Singles 86-98","Personal Jesus (Single Version)","3:44","11","5","thumbs-up"
"Creeper","Eternity, In Your Arms","Suzanne","2:40","32","5","thumbs-up"
